Alert ID,URL,Package Name,Date
ASA-202107-64,https://lwn.net/Articles/864114,lib32-libcurl-gnutls,2021-07-22
ASA-202107-57,https://lwn.net/Articles/864123,systemd,2021-07-22
ASA-202107-56,https://lwn.net/Articles/864106,impacket,2021-07-22
ASA-202107-53,https://lwn.net/Articles/864107,jdk11-openjdk,2021-07-22
ASA-202107-47,https://lwn.net/Articles/864104,chromium,2021-07-22
ASA-202107-59,https://lwn.net/Articles/864105,curl,2021-07-22
ASA-202107-66,https://lwn.net/Articles/864108,jre-openjdk,2021-07-22
ASA-202107-46,https://lwn.net/Articles/864121,opera,2021-07-22
ASA-202107-58,https://lwn.net/Articles/864124,nvidia-utils,2021-07-22
ASA-202107-52,https://lwn.net/Articles/864122,virtualbox,2021-07-22
ASA-202107-65,https://lwn.net/Articles/864109,jre-openjdk-headless,2021-07-22
ASA-202107-49,https://lwn.net/Articles/864120,linux-zen,2021-07-22
ASA-202107-39,https://lwn.net/Articles/863802,racket,2021-07-20
ASA-202107-32,https://lwn.net/Articles/863799,nodejs-lts-fermium,2021-07-20
ASA-202107-34,https://lwn.net/Articles/863792,code,2021-07-20
ASA-202107-44,https://lwn.net/Articles/863804,wireshark-cli,2021-07-20
ASA-202107-42,https://lwn.net/Articles/863795,go,2021-07-20
ASA-202107-37,https://lwn.net/Articles/863801,putty,2021-07-20
ASA-202107-40,https://lwn.net/Articles/863800,openvswitch,2021-07-20
ASA-202107-45,https://lwn.net/Articles/863803,telegram-desktop,2021-07-20
ASA-202107-41,https://lwn.net/Articles/863797,nextcloud-app-mail,2021-07-20
ASA-202107-33,https://lwn.net/Articles/863798,nodejs-lts-erbium,2021-07-20
ASA-202107-38,https://lwn.net/Articles/863794,firefox-ublock-origin,2021-07-20
ASA-202107-43,https://lwn.net/Articles/863791,ant,2021-07-20
ASA-202107-35,https://lwn.net/Articles/863793,dino,2021-07-20
ASA-202107-36,https://lwn.net/Articles/863796,libuv,2021-07-20
ASA-202107-24,https://lwn.net/Articles/863420,ruby2.7,2021-07-16
ASA-202107-21,https://lwn.net/Articles/863422,thunderbird,2021-07-16
ASA-202107-28,https://lwn.net/Articles/863423,varnish,2021-07-16
ASA-202107-31,https://lwn.net/Articles/863424,vivaldi,2021-07-16
ASA-202107-27,https://lwn.net/Articles/863415,mbedtls,2021-07-16
ASA-202107-22,https://lwn.net/Articles/863416,nextcloud,2021-07-16
ASA-202107-26,https://lwn.net/Articles/863417,python-pillow,2021-07-16
ASA-202107-30,https://lwn.net/Articles/863413,chromium,2021-07-16
ASA-202107-25,https://lwn.net/Articles/863419,ruby2.6,2021-07-16
ASA-202107-23,https://lwn.net/Articles/863418,ruby,2021-07-16
ASA-202107-20,https://lwn.net/Articles/863414,firefox,2021-07-16
ASA-202107-29,https://lwn.net/Articles/863421,systemd,2021-07-16
ASA-202107-13,https://lwn.net/Articles/862423,nodejs,2021-07-09
ASA-202107-17,https://lwn.net/Articles/862427,rabbitmq,2021-07-09
ASA-202107-12,https://lwn.net/Articles/862429,spice,2021-07-09
ASA-202107-19,https://lwn.net/Articles/862428,ruby-addressable,2021-07-09
ASA-202107-18,https://lwn.net/Articles/862422,gitlab,2021-07-09
ASA-202107-15,https://lwn.net/Articles/862425,php,2021-07-09
ASA-202107-14,https://lwn.net/Articles/862424,openexr,2021-07-09
ASA-202107-16,https://lwn.net/Articles/862426,php7,2021-07-09
ASA-202107-11,https://lwn.net/Articles/861958,python-django,2021-07-05
ASA-202107-10,https://lwn.net/Articles/861870,mruby,2021-07-03
ASA-202107-3,https://lwn.net/Articles/861866,istio,2021-07-03
ASA-202107-7,https://lwn.net/Articles/861869,mediawiki,2021-07-03
ASA-202107-6,https://lwn.net/Articles/861873,python-fastapi,2021-07-03
ASA-202107-8,https://lwn.net/Articles/861872,puppet,2021-07-03
ASA-202107-2,https://lwn.net/Articles/861864,electron11,2021-07-03
ASA-202107-5,https://lwn.net/Articles/861867,jenkins,2021-07-03
ASA-202107-1,https://lwn.net/Articles/861865,electron12,2021-07-03
ASA-202107-4,https://lwn.net/Articles/861871,opera,2021-07-03
ASA-202107-9,https://lwn.net/Articles/861868,libtpms,2021-07-03
ASA-202106-56,https://lwn.net/Articles/860947,dovecot,2021-06-24
ASA-202106-49,https://lwn.net/Articles/860951,libslirp,2021-06-24
ASA-202106-54,https://lwn.net/Articles/860948,exiv2,2021-06-24
ASA-202106-55,https://lwn.net/Articles/860957,tpm2-tools,2021-06-24
ASA-202106-53,https://lwn.net/Articles/860950,keycloak,2021-06-24
ASA-202106-50,https://lwn.net/Articles/860956,tor,2021-06-24
ASA-202106-47,https://lwn.net/Articles/860958,vivaldi,2021-06-24
ASA-202106-45,https://lwn.net/Articles/860954,opera,2021-06-24
ASA-202106-51,https://lwn.net/Articles/860952,matrix-appservice-irc,2021-06-24
ASA-202106-57,https://lwn.net/Articles/860955,pigeonhole,2021-06-24
ASA-202106-48,https://lwn.net/Articles/860953,nginx-mainline,2021-06-24
ASA-202106-46,https://lwn.net/Articles/860946,chromium,2021-06-24
ASA-202106-52,https://lwn.net/Articles/860949,helm,2021-06-24
ASA-202106-43,https://lwn.net/Articles/860392,grub,2021-06-18
ASA-202106-42,https://lwn.net/Articles/860391,go,2021-06-18
ASA-202106-44,https://lwn.net/Articles/860390,connman,2021-06-18
ASA-202106-40,https://lwn.net/Articles/860229,radare2,2021-06-17
ASA-202106-41,https://lwn.net/Articles/860228,python-django,2021-06-17
ASA-202106-34,https://lwn.net/Articles/860225,intel-ucode,2021-06-17
ASA-202106-33,https://lwn.net/Articles/860227,opera,2021-06-17
ASA-202106-36,https://lwn.net/Articles/860226,nginx,2021-06-17
ASA-202106-39,https://lwn.net/Articles/860230,thefuck,2021-06-17
ASA-202106-32,https://lwn.net/Articles/860231,vivaldi,2021-06-17
ASA-202106-35,https://lwn.net/Articles/860224,drupal,2021-06-17
ASA-202106-38,https://lwn.net/Articles/860222,aspnet-runtime-3.1,2021-06-17
ASA-202106-31,https://lwn.net/Articles/860223,chromium,2021-06-17
ASA-202106-37,https://lwn.net/Articles/860221,aspnet-runtime,2021-06-17
ASA-202106-30,https://lwn.net/Articles/859626,wireshark-cli,2021-06-11
ASA-202106-22,https://lwn.net/Articles/859625,thunderbird,2021-06-11
ASA-202106-27,https://lwn.net/Articles/859619,isync,2021-06-11
ASA-202106-28,https://lwn.net/Articles/859621,nettle,2021-06-11
ASA-202106-20,https://lwn.net/Articles/859618,inetutils,2021-06-11
ASA-202106-29,https://lwn.net/Articles/859620,kube-apiserver,2021-06-11
ASA-202106-24,https://lwn.net/Articles/859622,polkit,2021-06-11
ASA-202106-25,https://lwn.net/Articles/859623,python-urllib3,2021-06-11
ASA-202106-23,https://lwn.net/Articles/859616,apache,2021-06-11
ASA-202106-21,https://lwn.net/Articles/859617,gitlab,2021-06-11
ASA-202106-26,https://lwn.net/Articles/859624,python-websockets,2021-06-11
ASA-202106-8,https://lwn.net/Articles/858112,libcurl-gnutls,2021-06-03
ASA-202106-19,https://lwn.net/Articles/858107,keycloak,2021-06-03
ASA-202106-1,https://lwn.net/Articles/858113,opera,2021-06-03
ASA-202106-4,https://lwn.net/Articles/858103,curl,2021-06-03
ASA-202106-6,https://lwn.net/Articles/858111,libcurl-compat,2021-06-03
ASA-202106-14,https://lwn.net/Articles/858119,ruby-bundler,2021-06-03
ASA-202106-11,https://lwn.net/Articles/858105,dhcp,2021-06-03
ASA-202106-13,https://lwn.net/Articles/858120,zint,2021-06-03
ASA-202106-17,https://lwn.net/Articles/858117,rabbitmq,2021-06-03
ASA-202106-12,https://lwn.net/Articles/858118,redis,2021-06-03
ASA-202106-16,https://lwn.net/Articles/858115,pam-u2f,2021-06-03
ASA-202106-5,https://lwn.net/Articles/858108,lib32-curl,2021-06-03
ASA-202106-3,https://lwn.net/Articles/858106,firefox,2021-06-03
ASA-202106-9,https://lwn.net/Articles/858110,lib32-libcurl-gnutls,2021-06-03
ASA-202106-7,https://lwn.net/Articles/858109,lib32-libcurl-compat,2021-06-03
ASA-202106-18,https://lwn.net/Articles/858114,packagekit,2021-06-03
ASA-202106-15,https://lwn.net/Articles/858116,postgresql,2021-06-03
ASA-202106-2,https://lwn.net/Articles/858102,chromium,2021-06-03
ASA-202106-8,https://lwn.net/Articles/858112,libcurl-gnutls,2021-06-03
ASA-202105-17,https://lwn.net/Articles/857293,runc,2021-05-26
ASA-202105-29,https://lwn.net/Articles/857294,thunderbird,2021-05-26
ASA-202105-26,https://lwn.net/Articles/857287,gupnp,2021-05-26
ASA-202105-28,https://lwn.net/Articles/857288,hivex,2021-05-26
ASA-202105-16,https://lwn.net/Articles/857295,websvn,2021-05-26
ASA-202105-24,https://lwn.net/Articles/857292,python-pydantic,2021-05-26
ASA-202105-19,https://lwn.net/Articles/857290,matrix-synapse,2021-05-26
ASA-202105-18,https://lwn.net/Articles/857282,djvulibre,2021-05-26
ASA-202105-22,https://lwn.net/Articles/857284,dotnet-runtime-3.1,2021-05-26
ASA-202105-20,https://lwn.net/Articles/857285,dotnet-sdk,2021-05-26
ASA-202105-27,https://lwn.net/Articles/857289,lz4,2021-05-26
ASA-202105-23,https://lwn.net/Articles/857286,dotnet-sdk-3.1,2021-05-26
ASA-202105-25,https://lwn.net/Articles/857291,prometheus,2021-05-26
ASA-202105-21,https://lwn.net/Articles/857283,dotnet-runtime,2021-05-26
ASA-202105-5,https://lwn.net/Articles/856882,firefox,2021-05-20
ASA-202105-2,https://lwn.net/Articles/856891,python-flask-security-too,2021-05-20
ASA-202105-8,https://lwn.net/Articles/856895,vivaldi,2021-05-20
ASA-202105-1,https://lwn.net/Articles/856892,redmine,2021-05-20
ASA-202105-7,https://lwn.net/Articles/856881,chromium,2021-05-20
ASA-202105-13,https://lwn.net/Articles/856888,opendmarc,2021-05-20
ASA-202105-10,https://lwn.net/Articles/856893,squid,2021-05-20
ASA-202105-3,https://lwn.net/Articles/856880,ceph,2021-05-20
ASA-202105-15,https://lwn.net/Articles/856890,python-babel,2021-05-20
ASA-202105-6,https://lwn.net/Articles/856885,keycloak,2021-05-20
ASA-202105-4,https://lwn.net/Articles/856883,gitlab,2021-05-20
ASA-202105-9,https://lwn.net/Articles/856884,hedgedoc,2021-05-20
ASA-202105-14,https://lwn.net/Articles/856887,mariadb,2021-05-20
ASA-202105-11,https://lwn.net/Articles/856889,prosody,2021-05-20
ASA-202105-12,https://lwn.net/Articles/856886,libx11,2021-05-20
ASA-202104-6,https://lwn.net/Articles/854999,nimble,2021-04-29
ASA-202104-3,https://lwn.net/Articles/854996,firefox,2021-04-29
ASA-202104-1,https://lwn.net/Articles/854997,gitlab,2021-04-29
ASA-202104-10,https://lwn.net/Articles/854994,bind,2021-04-29
ASA-202104-5,https://lwn.net/Articles/855000,opera,2021-04-29
ASA-202104-2,https://lwn.net/Articles/855003,vivaldi,2021-04-29
ASA-202104-9,https://lwn.net/Articles/855002,virtualbox,2021-04-29
ASA-202104-8,https://lwn.net/Articles/854998,libupnp,2021-04-29
ASA-202104-7,https://lwn.net/Articles/854995,chromium,2021-04-29
ASA-202104-4,https://lwn.net/Articles/855001,thunderbird,2021-04-29
ASA-202103-25,https://lwn.net/Articles/851028,wpewebkit,2021-03-26
ASA-202103-19,https://lwn.net/Articles/851026,vivaldi,2021-03-26
ASA-202103-20,https://lwn.net/Articles/851014,dotnet-runtime,2021-03-26
ASA-202103-17,https://lwn.net/Articles/851016,dotnet-sdk,2021-03-26
ASA-202103-21,https://lwn.net/Articles/851017,dotnet-sdk,2021-03-26
ASA-202103-26,https://lwn.net/Articles/851020,godot,2021-03-26
ASA-202103-16,https://lwn.net/Articles/851013,dotnet-runtime,2021-03-26
ASA-202103-14,https://lwn.net/Articles/851021,groovy,2021-03-26
ASA-202103-15,https://lwn.net/Articles/851011,awstats,2021-03-26
ASA-202103-24,https://lwn.net/Articles/851027,webkit2gtk,2021-03-26
ASA-202103-18,https://lwn.net/Articles/851022,libebml,2021-03-26
ASA-202103-23,https://lwn.net/Articles/851018,dotnet-sdk-3.1,2021-03-26
ASA-202103-13,https://lwn.net/Articles/851019,gitlab,2021-03-26
ASA-202103-11,https://lwn.net/Articles/851023,mkinitcpio-busybox,2021-03-26
ASA-202103-22,https://lwn.net/Articles/851015,dotnet-runtime-3.1,2021-03-26
ASA-202103-12,https://lwn.net/Articles/851012,busybox,2021-03-26
ASA-202103-27,https://lwn.net/Articles/851025,python2,2021-03-26
ASA-202103-10,https://lwn.net/Articles/851024,openssl,2021-03-26
ASA-202103-5,https://lwn.net/Articles/850021,minio,2021-03-20
ASA-202103-9,https://lwn.net/Articles/850016,chromium,2021-03-20
ASA-202103-7,https://lwn.net/Articles/850017,ffmpeg,2021-03-20
ASA-202103-2,https://lwn.net/Articles/850024,wireshark-qt,2021-03-20
ASA-202103-8,https://lwn.net/Articles/850023,opera,2021-03-20
ASA-202103-1,https://lwn.net/Articles/850020,gnutls,2021-03-20
ASA-202103-6,https://lwn.net/Articles/850022,openssh,2021-03-20
ASA-202103-3,https://lwn.net/Articles/850019,git,2021-03-20
ASA-202103-4,https://lwn.net/Articles/850018,flatpak,2021-03-20
ASA-202102-38,https://lwn.net/Articles/847909,isync,2021-03-01
ASA-202102-42,https://lwn.net/Articles/847910,openssl,2021-03-01
ASA-202102-43,https://lwn.net/Articles/847916,thrift,2021-03-01
ASA-202102-41,https://lwn.net/Articles/847915,tar,2021-03-01
ASA-202102-40,https://lwn.net/Articles/847906,bind,2021-03-01
ASA-202102-33,https://lwn.net/Articles/847914,salt,2021-03-01
ASA-202102-34,https://lwn.net/Articles/847907,intel-ucode,2021-03-01
ASA-202102-39,https://lwn.net/Articles/847908,ipmitool,2021-03-01
ASA-202102-36,https://lwn.net/Articles/847912,python-cryptography,2021-03-01
ASA-202102-37,https://lwn.net/Articles/847911,python,2021-03-01
ASA-202102-35,https://lwn.net/Articles/847913,python-httplib2,2021-03-01
ASA-202102-29,https://lwn.net/Articles/847348,keycloak,2021-02-25
ASA-202102-32,https://lwn.net/Articles/847349,mumble,2021-02-25
ASA-202102-30,https://lwn.net/Articles/847347,ansible-base,2021-02-25
ASA-202102-31,https://lwn.net/Articles/847350,postgresql,2021-02-25
